#{"t_start": 1681904220.3123646, "env_id": null}
r,l,t
-134.287807,75,375.379203
14.74473,201,376.068465
-116.825371,120,376.183781
-129.913308,35,376.747766
-131.350653,43,376.789293
-121.061739,127,377.235223
-126.963569,41,377.276379
-137.299109,76,377.719197
-129.545383,58,377.775112
-136.674647,44,378.198859
-131.473172,188,378.821708
-5.410026,201,379.582124
-131.275054,83,379.661031
-130.108214,69,380.122086
-135.767216,54,380.1745
-133.775446,52,380.599721
-133.595007,35,380.633814
-8.862788,201,381.224187
-125.045488,56,381.278127
-134.072544,34,381.311014
-16.194915,201,381.920436
-120.761238,39,381.9584
-142.693876,71,382.355482
16.50549,201,382.985581
-139.3787,171,383.706099
-137.175467,39,383.743728
-127.770412,161,384.253499
7.67857,201,385.045517
-135.29461,74,385.1157
-112.991519,91,385.666465
-136.638524,73,386.287839
1.663433,201,386.974257
-119.422806,173,387.793778
-124.469106,138,388.489825
17.049828,201,389.258006
-6.204899,201,390.114928
-124.140295,51,390.167365
1.263159,201,390.828775
-132.297718,61,390.890976
3.543653,201,391.570448
-66.074496,151,392.136146
-126.603446,140,392.696383
-126.065758,66,393.222858
-114.737763,113,393.896048
-142.179504,77,393.975682
-135.957906,108,394.528267
-135.482595,109,395.048966
-130.608723,26,395.076398
7.332458,201,395.728631
-132.296465,83,395.817019
3.384589,201,396.533864
-124.893148,67,396.598086
-130.074517,52,397.013173
11.067998,201,397.70716
-99.716727,199,398.584099
7.556957,201,399.231597
7.997272,201,400.152359
2.449921,201,400.933874
6.81574,201,401.622916
11.949454,201,402.314892
6.148748,201,402.999752
-14.330625,201,403.824349
-122.523997,80,404.355709
10.375799,201,405.166644
-131.670559,71,405.695751
-114.484545,48,405.764164
-125.227009,98,406.296721
-11.104633,201,406.957672
8.371649,201,407.808308
4.527555,201,408.507282
-131.197014,30,409.244348
-138.308664,53,409.298869
-134.859127,124,409.799379
-127.011321,72,410.312994
-126.293118,79,410.390328
-7.808793,201,411.139559
0.019002,201,411.723025
-140.9593,46,412.348515
-132.01289,142,412.980461
-1.854448,201,413.607259
13.223194,201,414.447283
11.294395,201,415.134092
17.508718,201,415.855594
-10.901767,201,416.59005
-133.628665,88,416.67532
-114.601167,70,417.220599
-7.776074,201,417.904033
-126.703119,59,417.960986
-132.338278,60,418.018554
18.266266,201,418.677102
-122.15449,54,418.728969
-131.377795,13,419.138467
-131.860947,64,419.20459
-133.042162,89,419.67857
-130.326047,16,419.696648
-136.170136,43,419.739359
25.061571,201,420.32326
16.324239,201,420.982404
-127.531048,50,421.54452
-127.067752,45,421.587788
6.142699,201,422.205713
15.847083,201,422.929657
-124.754422,110,423.51552
-133.892082,167,424.05251
1.929759,201,424.873013
-95.285961,126,425.38448
-129.065381,76,425.851244
-56.513766,46,425.895616
-130.302401,32,425.927125
-111.633679,48,426.265141
6.277275,201,427.034057
-134.716301,52,427.504235
-1.558723,201,428.286177
-124.966721,148,428.830108
-8.975709,201,429.60682
26.567554,201,430.259709
-129.083489,27,430.779643
-122.269756,122,431.407022
-95.084243,197,432.132649
24.845949,201,432.821655
2.364066,201,433.48246
29.082787,201,434.221773
-133.372341,27,434.247926
-120.668454,127,434.71074
-2.601383,201,435.402621
-122.185959,167,436.044075
-133.759364,111,436.563788
-125.962103,144,437.176819
-126.188731,121,437.686496
-96.429319,187,438.273903
-128.484507,93,438.91511
-134.697563,92,439.39445
-15.52039,201,440.086123
9.827794,201,440.807746
-128.8279,66,440.872706
-3.633083,201,441.529009
-0.815764,201,442.219961
2.060409,201,442.963463
-130.071942,146,443.488184
-0.238829,201,444.254672
-0.350884,201,444.844969
-5.368355,201,445.691712
0.905305,201,446.387517
4.511483,201,447.164765
13.866721,201,447.851858
25.361526,201,448.609147
15.061959,201,449.392676
-30.459635,201,450.012096
-123.534361,128,450.691299
-143.831392,103,451.340409
-140.697448,79,451.874025
-131.091422,25,451.899309
-134.326049,61,451.958316
-135.9514,38,452.352826
4.663252,201,453.029552
-135.964525,94,453.611573
43.540778,201,454.306156
0.993081,201,455.014389
-132.689764,46,455.503285
-0.77755,201,456.255597
2.578232,201,456.944539
-14.01788,201,457.62096
13.640871,201,458.44378
8.291574,201,459.038465
-128.953348,76,459.661357
12.472523,201,460.345877
-122.430115,171,461.042301
-128.237949,19,461.061564
-129.451776,75,461.476545
-15.068867,201,462.131517
-136.56392,33,462.163942
8.026922,201,462.942256
-22.922838,201,463.619155
-124.207947,116,464.224953
-123.555466,136,464.907271
-132.717698,48,464.955728
-133.433309,182,465.490752
1.710259,201,466.298581
-9.085574,201,466.992834
-13.842728,201,467.787333
-11.110489,201,468.525215
-60.537777,50,468.57696
-129.175341,41,468.622449
-12.242729,201,469.238031
8.308293,201,469.975703
-21.681199,201,470.778923
1.164433,201,471.523998
-23.999275,201,472.201587
-11.516075,201,472.978657
-2.17542,201,473.660141
-134.161187,111,474.320017
-127.284828,201,475.104391
1.318816,201,475.723345
-129.384436,29,476.303904
-14.787095,201,477.069808
-131.615615,174,477.807034
-144.362663,172,478.542381
19.237626,201,479.178787
-128.636659,74,479.80254
1.675264,201,480.493824
-125.112037,37,480.530001
-12.260621,201,481.182422
-133.506629,76,481.85341
-16.379888,201,482.58674
34.221711,201,483.335341
2.26989,201,484.101656
-22.253281,201,484.786898
-127.141688,50,485.419649
-143.502083,62,485.479039
4.047827,201,486.098557
-128.537971,63,486.159185
-131.595009,123,486.6304
-129.551931,148,487.251544
8.564723,201,488.140065
-141.208557,174,488.699835
-136.972269,142,489.299986
-17.919442,201,490.187816
13.255727,201,490.867867
-15.488047,201,491.599292
-5.576834,201,492.33728
-0.147434,201,492.994843
0.48336,201,493.751041
-64.949645,69,493.81773
27.055582,201,494.475053
-4.17134,201,495.167878
28.250412,201,495.852095
-153.059545,186,496.546163
-125.580611,133,497.290799
-135.173466,197,498.028136
8.466355,201,498.77564
-1.403434,201,499.604398
4.839333,201,500.546215
9.305137,201,501.208335
-115.20947,95,501.974515
1.323562,201,503.00503
-134.201915,159,503.652569
-4.80027,201,504.34664
-119.500901,64,504.412068
1.025889,201,505.094286
-127.103962,124,505.792552
17.136818,201,506.601125
-130.593087,89,507.203399
-7.957642,201,507.868224
15.62216,201,508.731064
-4.620779,201,509.426936
4.862692,201,510.212054
4.298076,201,510.906189
35.079477,201,511.662613
-4.159769,201,512.433923
13.039303,201,513.038892
1.195204,201,513.8925
-126.846518,135,514.40527
-1.286305,201,515.084578
17.494815,201,515.860244
-131.020537,26,515.888689
-3.668727,201,516.570379
-6.255985,201,517.275284
-131.362023,40,517.314355
3.302217,201,517.949702
-23.144833,201,518.76151
-131.014408,19,518.781858
7.316105,201,519.433257
-120.496998,168,520.154759
-11.814533,201,520.851587
